tree,ssw,zul
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN horse_N)) (AdvVP (UseV get_thin_V) quickly_Adv)))) NoVoc,lihhashi alondzi masinya,ihhashi alondi masinya
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN man_N)) (AdvVP (UseV cook_V) now_Adv)))) NoVoc,indvodza ayipheki manje,indoda ayipheki manje
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN man_N)) (AdvVP (UseV work_V) much_Adv)))) NoVoc,indvodza ayisebenti kakhulu,indoda ayisebenzi kakhulu
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN man_N)) (UseV work_V)))) NoVoc,indvodza ayisebenti,indoda ayisebenzi
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN messenger_N)) (ComplV2 wear_V2 (DetCN (DetNum NumPl) (UseN blanket_N)))))) NoVoc,sigijimi asembatsi tingubo,isigijimi asembathi izingubo
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN old_woman_N)) (AdvVPLight (ComplV2 visit_V2 (UsePron (ProDrop it17_Pron))) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN town_N)))))))) NoVoc,salukati asikuvakasheli edolobheni,isalukazi asikuvakasheli edolobheni
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN old_woman_N)) (AdvVP (UseV cook_V) now_Adv)))) NoVoc,salukati asipheki manje,isalukazi asipheki manje
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN old_woman_N)) (ComplV2 distribute_V2 (DetCN (DetNum NumSg) (UseN bread_N)))))) NoVoc,salukati asabi sinkhwa,isalukazi asabi isinkwa
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN old_woman_N)) (ComplV2Light cook_V2 (DetCN (DetNum NumSg) (UseN pumpkin_porridge_N)))))) NoVoc,salukati asisipheki sidvudvu,isalukazi asisipheki isidudu
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN ox_N)) (CopAP (PositA red_R))))) NoVoc,inkhabi ayibovu,inkabi ayibomvu
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN person_N)) (AdvVP (UseV do_wrong_V) always_Adv)))) NoVoc,umuntfu akoni njalo,umuntu akoni njalo
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN scholar_N)) (ComplV2 read_V2 (DetCN (DetNum NumSg) (UseN book_N)))))) NoVoc,umfundi akafundzi incwadzi,umfundi akafundi incwadi
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN sore_N)) (AdvVP (UseV bleed_V) (PositAdvAdj bad_A))))) NoVoc,silondza asophi kabi,isilonda asophi kabi
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN woman_N)) (AdvVP (ComplV2 cook_V2 (Deverb15 PPos (UseV eat_V))) here_Adv)))) NoVoc,umfati akapheki kudla lapha,umfazi akapheki ukudla lapha
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN woman_N)) (AdvVP (UseV cook_V) now_Adv)))) NoVoc,umfati akapheki manje,umfazi akapheki manje
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN woman_N)) (AdvVP (UseV work_V) much_Adv)))) NoVoc,umfati akasebenti kakhulu,umfazi akasebenzi kakhulu
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN woman_N)) (ComplV2 call_V2 (DetCN (DetNum NumSg) (UseN boy_N)))))) NoVoc,umfati akabiti umfana,umfazi akabizi umfana
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN woman_N)) (ComplV2 cook_V2 (UsePron (ProDrop it15_Pron)))))) NoVoc,umfati akakupheki,umfazi akakupheki
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN woman_N)) (ComplV2 distribute_V2 (DetCN (DetNum NumSg) (UseN bread_N)))))) NoVoc,umfati akabi sinkhwa,umfazi akabi isinkwa
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN woman_N)) (UseV work_V)))) NoVoc,umfati akasebenti,umfazi akasebenzi
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN worker_N)) (AdvVP (CopQuant only_QuantStem) today_Adv)))) NoVoc,sisebenti asisodvwa lamuhla,isisebenzi asisodwa namuhla
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (LocNNP outside_LocN) (AdvVPLight (UseV dry_V) today_Adv)))) NoVoc,phandle akomi lamuhla,phandle akomi namuhla
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (LocNNP outside_LocN) (AdvVP (UseV dry_V) today_Adv)))) NoVoc,phandle akomi lamuhla,phandle akomi namuhla
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (PostdetCN (UseN food_N) (QuantPostdet all_QuantStem) (DetNum NumSg)) (UseVStative end_V)))) NoVoc,kudla konkhe akuphelile,ukudla konke akuphelile
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop he_Pron)) (AdvVPLight (UseV go_V) now_Adv)))) NoVoc,akahambi manje,akahambi manje
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop he_Pron)) (AdvVPLight (UseV visit_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumPl) (UseN home_N)))))))) NoVoc,akavakashi emakhaya,akavakashi emakhaya
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop he_Pron)) (AdvVP (UseV meet_V) (InstrNPAdv (DetCN (DetNum NumPl) (UseN child_2_N))))))) NoVoc,akahlangani ngebantfwana,akahlangani ngezingane
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop he_Pron)) (AdvVP (UseV play_V) (NaNPAdv (DetCN (DetNum NumPl) (UseN child_N))))))) NoVoc,akadlali nebantfwana,akadlali nabantwana
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop he_Pron)) (AdvVP (UseVStative tire_V) now_Adv)))) NoVoc,awudziniwe manje,awukhathele manje
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop he_Pron)) (ComplV2 call_V2 (DetCN (DetNum NumPl) (UseN boy_N)))))) NoVoc,akabiti bafana,akabizi abafana
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop he_Pron)) (ComplV2 eat_V2 (UsePron (ProDrop he_Pron)))))) NoVoc,akamudli,akamudli
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop he_Pron)) (ComplV2 like_V2 (PronPostdetNP (ProDrop they10_Pron) (DemPostdet that_Quant)))))) NoVoc,akatsandzi leto,akathandi lezo
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop he_Pron)) (ComplV2Nonspec want_V2 (PronPostdetNP it5_Pron (DemPostdet this_Quant)))))) NoVoc,akafuni lo leli,akafuni lo leli
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop he_Pron)) (ComplV2 receive_V2 (DetCN (DetNum NumPl) (PossNPLoc (UseN book_N) (DetCN (DetNum NumSg) (UseN home_N)))))))) NoVoc,akamukeli tincwadzi tasekhaya,akamukeli izincwadi zasekhaya
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop he_Pron)) (ComplV2Refl hit_V2 (DetCN (DetNum NumSg) (UseN finger_N)))))) NoVoc,akatishayi umuno,akazishayi umunwe
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop he_Pron)) (ComplV2 roast_V2 (DetCN (DetNum NumSg) (UseN meat_N)))))) NoVoc,akosi inyama,akosi inyama
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop i_Pron)) (AdvVP (ComplV2Light see_V2 (UsePron (ProDrop i_Pron))) now_Adv)))) NoVoc,angingiboni manje,angingiboni manje
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop i_Pron)) (AdvVP (UseV go_V) (NaNPAdv (DetCN (DetNum NumSg) (UseN girl_N))))))) NoVoc,angihambi nentfombi,angihambi nentombi
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop i_Pron)) (AdvVP (UseV meet_V) (InstrNPAdv (DetCN (DetNum NumPl) (UseN child_2_N))))))) NoVoc,angihlangani ngebantfwana,angihlangani ngezingane
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop i_Pron)) (AdvVP (UseV talk_V) much_Adv)))) NoVoc,angikhulumi kakhulu,angikhulumi kakhulu
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 like_V2 (Deverb15 PPos (UseV eat_V)))))) NoVoc,angitsandzi kudla,angithandi ukudla
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop i_Pron)) (ComplV2Nonspec want_V2 (PronPostdetNP it5_Pron (DemPostdet this_Quant)))))) NoVoc,angifuni lo leli,angifuni lo leli
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 roast_V2 (DetCN (DetNum NumSg) (UseN meat_N)))))) NoVoc,angosi inyama,angosi inyama
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 want_V2 (PostdetCN (UseN meat_N) (QuantPostdet only_QuantStem) (DetNum NumPl)))))) NoVoc,angifuni tinyama todvwa,angifuni izinyama zodwa
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 want_V2 (PostdetCN (UseN meat_N) (QuantPostdet only_QuantStem) (DetNum NumSg)))))) NoVoc,angifuni inyama yodvwa,angifuni inyama yodwa
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop it17_Pron)) (AdvVPLight (UseV burn_V) outside_Adv)))) NoVoc,akushisi phandle,akushisi phandle
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop it17_Pron)) (UseV burn_V)))) NoVoc,akushisi,akushisi
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop she_Pron)) (ComplV2 see_V2 (RelNP (DetCN (DetNum NumPl) (UseN clay_pot_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) NoVoc,akaboni tindziwo letinkhulu,akaboni izinkamba ezinkulu
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop she_Pron)) (UseV work_V)))) NoVoc,akasebenti,akasebenzi
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop they_Pron)) (AdvVP (AdvVP (AdvVPLight (UseV go_2_V) (PositAdvAdj how_much_A)) yonder_Adv) in_the_afternoon_Adv)))) NoVoc,abayi kangakhi laphayi ntsambama,abayi kangaki laphaya ntambama
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop they_Pron)) (AdvVP (UseV meet_V) (InstrNPAdv (DetCN (DetNum NumPl) (UseN child_2_N))))))) NoVoc,abahlangani ngebantfwana,abahlangani ngezingane
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop they_Pron)) (AdvVP (UseV talk_V) much_Adv)))) NoVoc,abakhulumi kakhulu,abakhulumi kakhulu
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop they_Pron)) (ComplV2 eat_V2 (UsePron (ProDrop he_Pron)))))) NoVoc,abamudli,abamudli
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop they_Pron)) (ComplV2 eat_V2 (UsePron (ProDrop we_Pron)))))) NoVoc,abasidli,abasidli
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop they_Pron)) (ComplV2Nonspec want_V2 (PronPostdetNP it5_Pron (DemPostdet this_Quant)))))) NoVoc,abafuni lo leli,abafuni lo leli
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop they_Pron)) (ComplV2 roast_V2 (DetCN (DetNum NumSg) (UseN meat_N)))))) NoVoc,abosi inyama,abosi inyama
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop they_Pron)) (ComplV2 see_V2 (DetCN (DetNum NumPl) (PossNP (UseN goods_N) (UsePron we_Pron))))))) NoVoc,ababoni timpahla tetfu,ababoni izimpahla zethu
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop they_Pron)) (ComplV2 see_V2 (DetCN (DetNum NumPl) (PossNP (UseN goods_N) (UsePron youPl_Pron))))))) NoVoc,ababoni timpahla tenu,ababoni izimpahla zenu
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop they_Pron)) (ComplV2 see_V2 (RelNP (DetCN (DetNum NumPl) (UseN child_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA three_A))))))))) NoVoc,ababoni bantfwana labatsatfu,ababoni abantwana abathathu
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop they_Pron)) (UseV descend_V)))) NoVoc,abehli,abehli
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop we_Pron)) (AdvVP (ComplV2Light see_V2 (UsePron (ProDrop i_Pron))) now_Adv)))) NoVoc,asingiboni manje,asingiboni manje
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop we_Pron)) (AdvVP (UseV meet_V) (InstrNPAdv (DetCN (DetNum NumPl) (UseN child_2_N))))))) NoVoc,asihlangani ngebantfwana,asihlangani ngezingane
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop we_Pron)) (AdvVP (UseV run_V) (JustLikeNPAdv (DetCN (DetNum NumSg) (UseN baboon_N))))))) NoVoc,asigijimi njengemfene,asigijimi njengemfene
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop we_Pron)) (AdvVP (UseVStative tire_V) now_Adv)))) NoVoc,asidziniwe manje,asikhathele manje
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop we_Pron)) (AdvVP (UseV talk_V) much_Adv)))) NoVoc,asikhulumi kakhulu,asikhulumi kakhulu
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop we_Pron)) (ComplV2 like_V2 (PronPostdetNP (ProDrop they10_Pron) (DemPostdet that_Quant)))))) NoVoc,asitsandzi leto,asithandi lezo
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop we_Pron)) (ComplV2 like_V2 (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA honest_R))))))))) NoVoc,asitsandzi indvodza lecotfo,asithandi indoda eqotho
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop we_Pron)) (ComplV2Nonspec want_V2 (PronPostdetNP it5_Pron (DemPostdet this_Quant)))))) NoVoc,asifuni lo leli,asifuni lo leli
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop we_Pron)) (ComplV2 play_V2 (DetCN (DetNum NumPl) (UseN soccer_N)))))) NoVoc,asidlali emabhola,asidlali amabhola
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop we_Pron)) (ComplV2 play_V2 (DetCN (DetNum NumSg) (UseN soccer_N)))))) NoVoc,asidlali libhola,asidlali ibhola
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop we_Pron)) (ComplV2 roast_V2 (DetCN (DetNum NumSg) (UseN meat_N)))))) NoVoc,asosi inyama,asosi inyama
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop we_Pron)) (ComplV2 see_V2 (DetCN (DetNum NumPl) (PossNP (UseN goods_N) (UsePron youPl_Pron))))))) NoVoc,asiboni timpahla tenu,asiboni izimpahla zenu
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop we_Pron)) (CopNPAssoc (RelNP (DetCN (DetNum NumPl) (UseN dog_N)) (UseRCl TPresTemp PNeg (RelVPShort IdRP (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN meat_N)))))))))) NoVoc,asinatinja letingadli inyama,asinazinja ezingadli inyama
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop we_Pron)) (CopNPAssoc (RelNP (DetCN (DetNum NumPl) (UseN dog_N)) (UseRCl TPresTemp PPos (RelVPShort IdRP (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN meat_N)))))))))) NoVoc,asinatinja letidla inyama,asinazinja ezidla inyama
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop we_Pron)) (UseVStative tire_2_V)))) NoVoc,asikhatsele,asikhathele
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop we_Pron)) (UseV steal_V)))) NoVoc,asebi,asebi
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop youPl_Pron)) (AdvVP (AdvVP (AdvVPLight (UseV go_2_V) (PositAdvAdj how_much_A)) yonder_Adv) in_the_afternoon_Adv)))) NoVoc,aniyi kangakhi laphayi ntsambama,aniyi kangaki laphaya ntambama
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop youPl_Pron)) (AdvVP (UseV meet_V) (InstrNPAdv (DetCN (DetNum NumPl) (UseN child_2_N))))))) NoVoc,anihlangani ngebantfwana,anihlangani ngezingane
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop youPl_Pron)) (ComplV2 like_V2 (Deverb15 PPos (UseV eat_V)))))) NoVoc,anitsandzi kudla,anithandi ukudla
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop youPl_Pron)) (ComplV2 like_V2 (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA honest_R))))))))) NoVoc,anitsandzi indvodza lengecotfo,anithandi indoda engeqotho
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop youPl_Pron)) (ComplV2 like_V2 (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA honest_R))))))))) NoVoc,anitsandzi indvodza lecotfo,anithandi indoda eqotho
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop youPl_Pron)) (ComplV2Nonspec want_V2 (PronPostdetNP it5_Pron (DemPostdet this_Quant)))))) NoVoc,anifuni lo leli,anifuni lo leli
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop youPl_Pron)) (ComplV2 roast_V2 (DetCN (DetNum NumSg) (UseN meat_N)))))) NoVoc,anosi inyama,anosi inyama
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop youPl_Pron)) (UseV descend_V)))) NoVoc,anehli,anehli
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop youSg_Pron)) (AdvVP (AdvVP (AdvVPLight (UseV go_2_V) (PositAdvAdj how_much_A)) yonder_Adv) in_the_afternoon_Adv)))) NoVoc,awuyi kangakhi laphayi ntsambama,awuyi kangaki laphaya ntambama
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop youSg_Pron)) (AdvVP (UseV meet_V) (InstrNPAdv (DetCN (DetNum NumPl) (UseN child_2_N))))))) NoVoc,awuhlangani ngebantfwana,awuhlangani ngezingane
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop youSg_Pron)) (AdvVP (UseV talk_V) much_Adv)))) NoVoc,awukhulumi kakhulu,awukhulumi kakhulu
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop youSg_Pron)) (ComplV2Nonspec want_V2 (PronPostdetNP it5_Pron (DemPostdet this_Quant)))))) NoVoc,awufuni lo leli,awufuni lo leli
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop youSg_Pron)) (ComplV2 play_V2 (DetCN (DetNum NumSg) (UseN soccer_N)))))) NoVoc,awudlali libhola,awudlali ibhola
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop youSg_Pron)) (ComplV2Refl hit_V2 (DetCN (DetNum NumSg) (UseN finger_N)))))) NoVoc,awutishayi umuno,awuzishayi umunwe
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop youSg_Pron)) (ComplV2 see_V2 (DetCN (DetNum NumPl) (PossNP (UseN goods_N) (UsePron youPl_Pron))))))) NoVoc,awuboni timpahla tenu,awuboni izimpahla zenu
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop youSg_Pron)) (ComplV2 want_V2 (PostdetCN (UseN meat_N) (QuantPostdet only_QuantStem) (DetNum NumPl)))))) NoVoc,awufuni tinyama todvwa,awufuni izinyama zodwa
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop youSg_Pron)) (ComplV2 want_V2 (PostdetCN (UseN meat_N) (QuantPostdet only_QuantStem) (DetNum NumSg)))))) NoVoc,awufuni inyama yodvwa,awufuni inyama yodwa
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop youSg_Pron)) (UseV descend_V)))) NoVoc,awehli,awehli
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (PossNPLoc (UseN dog_N) (DetCN (DetNum NumPl) (UseN village_N)))) (UseV bark_V)))) NoVoc,tinja tasemitini tiyakhonkhotsa,izinja zasemizini ziyakhonkotha
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (PossNPLoc (UseN dog_N) (DetCN (DetNum NumSg) (UseN village_N)))) (UseV bark_V)))) NoVoc,tinja tasemtini tiyakhonkhotsa,izinja zasemzini ziyakhonkotha
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (PossNP (UseN dog_N) (DetCN (DetNum NumPl) (UseN village_N)))) (UseV bark_V)))) NoVoc,tinja temiti tiyakhonkhotsa,izinja zemizi ziyakhonkotha
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (PossNP (UseN dog_N) (DetCN (DetNum NumSg) (UseN village_N)))) (UseV bark_V)))) NoVoc,tinja temuti tiyakhonkhotsa,izinja zomuzi ziyakhonkotha
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (PossNP (UseN shirt_N) (UsePron she_Pron))) (CopAP (PositA spotted_R))))) NoVoc,emayembe akhe amabalabala,amayembe akhe amabalabala
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (PredetN (DemPredet that_Quant) old_woman_N)) (CopAP (PositA small_A))))) NoVoc,leto talukati timfishane,lezo zalukazi zimfuphi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (PredetN (DemPredet this_Quant) man_N)) (CopNPAssoc (DetCN (DetNum NumSg) (UseN wife_N)))))) NoVoc,lamadvodza anomfati,la madoda anomfazi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN boy_N)) (AdvVP (UseV gather_firewood_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumPl) (UseN forest_N)))))))) NoVoc,bafana batfota emahlatsini,abafana batheza emahlathini
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN boy_N)) (AdvVP (UseV gather_firewood_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN forest_N)))))))) NoVoc,bafana batfota ehlatsini,abafana batheza ehlathini
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN boy_N)) (ComplV2 refuse_V2 (Deverb15 PPos (UseV play_V)))))) NoVoc,bafana bala kudlala,abafana bala ukudlala
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN boy_N)) (ComplV2 save_V2 (DetCN (DetNum NumPl) (UseN money_N)))))) NoVoc,bafana bonga timali,abafana bonga izimali
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN boy_N)) (CopNP (DetCN (DetNum NumSg) (UseN student_N)))))) NoVoc,bafana basitshudeni,abafana bayisitshudeni
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN boy_N)) (CopNPEq (DetCN (DetNum NumSg) (UseN his_father_N)))))) NoVoc,bafana banjengayise,abafana banjengoyise
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN builder_N)) (AdvVP (UseV build_V) here_Adv)))) NoVoc,bakhi bakha lapha,abakhi bakha lapha
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN builder_N)) (UseV drink_V)))) NoVoc,bakhi bayanatsa,abakhi bayaphuza
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN fire_N)) (AdvVP (UseV burn_V) (PositAdvAdj bad_A))))) NoVoc,imililo ishisa kabi,imililo ishisa kabi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN fire_N)) (UseV burn_V)))) NoVoc,imililo iyashisa,imililo iyashisa
